Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_T065_001,SE_T065_002,SE_T065_003,SE_T065_004,SE_T065_005,SE_T065_006,SE_T065_007,SE_T065_008,SE_T065_009,SE_T065_010,SE_T065_011,SE_T065_012,SE_T065_013,SE_T065_014,SE_T065_015,SE_T065_016,SE_T065_017,SE_T068_001
"3603205","79500US3603205","Nassau County (West Central)--Hempstead Town (Northwest) PUMA, New York","Nassau County (West Central)--Hempstead Town (Northwest) PUMA, New York","ny","795","00","ACSSF","0000390",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03205",,37250,723,880,1156,880,912,1080,1055,1067,1202,1801,2899,4712,4672,3618,4341,6252,101061
"3603206","79500US3603206","Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York","Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York","ny","795","00","ACSSF","0000391",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03206",,41698,3437,2106,1667,1995,1704,1723,1727,1508,1787,2888,3937,5305,4227,2415,2816,2456,61009
"3603207","79500US3603207","Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York","Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York","ny","795","00","ACSSF","0000392",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03207",,37443,806,825,1053,1331,879,559,1065,829,1142,2323,3430,5486,5103,3481,4771,4360,95367
"3603208","79500US3603208","Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York","Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York","ny","795","00","ACSSF","0000393",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03208",,36057,631,734,1000,886,806,1061,923,997,1300,1746,3136,4965,4598,3783,5319,4172,99092
"3603209","79500US3603209","Nassau County (Central)--Hempstead Town (East Central) PUMA, New York","Nassau County (Central)--Hempstead Town (East Central) PUMA, New York","ny","795","00","ACSSF","0000394",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03209",,33623,565,383,568,601,886,1090,1034,819,586,1769,2310,4088,4348,3291,4962,6323,110017
"3603210","79500US3603210","Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York","Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York","ny","795","00","ACSSF","0000395",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03210",,35115,1398,870,1175,1140,749,1012,1158,1077,920,1716,2927,4968,3608,3539,3828,5030,91589
"3603211","79500US3603211","Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York","Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York","ny","795","00","ACSSF","0000396",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03211",,33510,1112,951,1236,1035,775,1072,870,900,765,1994,3116,4577,3964,3169,4714,3260,91170
"3603212","79500US3603212","Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York","Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York","ny","795","00","ACSSF","0000397",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03212",,38122,1293,919,1311,1035,1208,1232,1067,1092,1238,2011,2923,5034,5130,2796,3822,6011,93636
"3603301","79500US3603301","Suffolk County (Northwest)--Huntington Town (North) PUMA, New York","Suffolk County (Northwest)--Huntington Town (North) PUMA, New York","ny","795","00","ACSSF","0000398",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03301",,35004,979,824,667,1389,1214,806,1067,1213,955,1471,2979,3787,4164,2795,3852,6842,100742
"3603302","79500US3603302","Suffolk County (Northwest)--Huntington Town (South) PUMA, New York","Suffolk County (Northwest)--Huntington Town (South) PUMA, New York","ny","795","00","ACSSF","0000399",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03302",,34237,1111,947,830,611,873,841,649,652,971,1969,2538,3898,3649,2572,4708,7418,106897
"3603303","79500US3603303","Suffolk County (Northwest)--Smithtown Town PUMA, New York","Suffolk County (Northwest)--Smithtown Town PUMA, New York","ny","795","00","ACSSF","0000400",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03303",,39279,896,857,1055,1004,776,756,967,1120,819,1841,2953,4593,5258,4096,5820,6468,108985
"3603304","79500US3603304","Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York","Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York","ny","795","00","ACSSF","0000401",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03304",,39483,1182,1048,915,1043,900,1239,1123,988,837,2206,2560,5340,4982,3862,5396,5862,101442
"3603305","79500US3603305","Suffolk County (East) PUMA, New York","Suffolk County (East) PUMA, New York","ny","795","00","ACSSF","0000402",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03305",,53849,2124,1376,1709,2569,2715,1976,1808,2348,1743,3792,4450,6972,5197,4285,4809,5976,75932
"3603306","79500US3603306","Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York","Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York","ny","795","00","ACSSF","0000403",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03306",,43477,2003,1636,1616,1591,1225,1310,1297,1103,1347,3142,4666,6311,5945,3770,3758,2757,78191
"3603307","79500US3603307","Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York","Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York","ny","795","00","ACSSF","0000404",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03307",,44131,1912,1640,1518,1467,1437,1405,1507,1374,1507,3194,4637,6180,5764,3595,4180,2814,77557
"3603308","79500US3603308","Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York","Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York","ny","795","00","ACSSF","0000405",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03308",,34771,1373,793,905,1096,544,987,786,1162,899,2293,3008,6144,4758,3399,4219,2405,89637
"3603309","79500US3603309","Suffolk County (Central)--Islip Town (East) PUMA, New York","Suffolk County (Central)--Islip Town (East) PUMA, New York","ny","795","00","ACSSF","0000406",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03309",,35402,847,682,1048,1048,1043,1272,1068,1186,862,1858,3178,5324,5232,3157,4058,3539,91034
"3603310","79500US3603310","Suffolk County (Central)--Islip Town (Northwest) PUMA, New York","Suffolk County (Central)--Islip Town (Northwest) PUMA, New York","ny","795","00","ACSSF","0000407",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03310",,32544,1175,1513,923,960,1262,1376,1298,1620,1124,2400,3653,4774,3951,2727,2724,1064,69391
"3603311","79500US3603311","Suffolk County (Southwest)--Islip Town (South) PUMA, New York","Suffolk County (Southwest)--Islip Town (South) PUMA, New York","ny","795","00","ACSSF","0000408",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03311",,34675,908,705,1235,808,1069,840,1191,938,762,1771,3046,5135,4520,3242,4522,3983,93642
"3603312","79500US3603312","Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York","Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York","ny","795","00","ACSSF","0000409",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03312",,33836,786,822,923,1190,1035,994,854,704,1337,2054,3854,5613,4824,2692,3667,2487,85376
"3603313","79500US3603313","Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York","Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York","ny","795","00","ACSSF","0000410",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03313",,36154,1338,1346,1732,1163,1396,1730,1354,1236,1445,2701,3544,5460,3784,2793,3182,1950,70280
"3603701","79500US3603701","NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York","NYC-Bronx Community District 8--Riverdale, New York","ny","795","00","ACSSF","0000411",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03701",,40630,3499,1866,1659,1714,2102,1749,1707,1901,1651,3482,4272,5059,3458,1850,2293,2368,56877
"3603702","79500US3603702","NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York","NYC-Bronx Community District 12--Wakefield, New York","ny","795","00","ACSSF","0000412",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03702",,46905,6014,2956,2875,2241,2177,2991,2527,2188,1371,3448,4452,5850,3813,1581,1843,578,43541
"3603703","79500US3603703","NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York","NYC-Bronx Community District 10--Co-op City, New York","ny","795","00","ACSSF","0000413",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03703",,45466,3677,2397,2277,2711,2104,2642,2088,1892,1540,3162,3679,6156,4423,2639,2503,1576,54685
"3603704","79500US3603704","NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York","NYC-Bronx Community District 11--Pelham Parkway, New York","ny","795","00","ACSSF","0000414",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03704",,43093,5430,3086,2214,2516,2316,2250,2300,1932,1751,3107,4318,4624,3418,1409,1528,894,43503
"3603705","79500US3603705","NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York","NYC-Bronx Community District 3 & 6--Belmont, New York","ny","795","00","ACSSF","0000415",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03705",,54210,13062,7000,4759,4151,3452,3313,2676,2495,1661,3200,3153,2578,1390,657,434,229,22343
"3603706","79500US3603706","NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York","NYC-Bronx Community District 7--Bedford Park, New York","ny","795","00","ACSSF","0000416",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03706",,41714,6930,4152,4098,2957,2419,2497,2131,1697,1736,3142,3011,3912,1684,531,381,436,30541
"3603707","79500US3603707","NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York","NYC-Bronx Community District 5--Morris Heights, New York","ny","795","00","ACSSF","0000417",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03707",,44093,9399,5064,4561,3274,2945,2768,1925,2340,1524,3041,2483,2939,1025,234,460,111,24517
"3603708","79500US3603708","NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York","NYC-Bronx Community District 4--Concourse, New York","ny","795","00","ACSSF","0000418",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03708",,46832,9523,5123,4580,3572,3540,2410,2057,2460,2036,3344,2952,2816,1561,471,241,146,25745
"3603709","79500US3603709","NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York","NYC-Bronx Community District 9--Castle Hill, New York","ny","795","00","ACSSF","0000419",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03709",,62950,9748,6108,4818,4605,2685,3640,2739,3544,2448,4430,5123,5982,3382,1839,1295,564,34779
"3603710","79500US3603710","NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York","NYC-Bronx Community District 1 & 2--Hunts Point, New York","ny","795","00","ACSSF","0000420",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03710",,48810,12193,6281,4860,3679,3264,2971,2384,1799,1851,2962,2921,1721,1157,383,213,171,21318
"3603801","79500US3603801","NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York","NYC-Manhattan Community District 12--Washington Heights, New York","ny","795","00","ACSSF","0000421",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03801",,70214,9258,5845,5593,4595,3721,4438,2859,3022,2625,4962,6553,7264,3749,2045,1943,1742,37685
"3603802","79500US3603802","NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York","NYC-Manhattan Community District 9--Hamilton Heights, New York","ny","795","00","ACSSF","0000422",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03802",,45736,8161,2913,3297,2114,1829,2420,1411,1787,1752,2717,3851,4354,2101,2179,2121,2729,41736
"3603803","79500US3603803","NYC-Manhattan Community District 10--Central Harlem PUMA, New York","NYC-Manhattan Community District 10--Central Harlem PUMA, New York","ny","795","00","ACSSF","0000423",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03803",,52951,9150,4001,3833,2781,2611,2974,2718,2093,2004,4008,4599,4195,2554,1558,1850,2022,36468
"3603804","79500US3603804","NYC-Manhattan Community District 11--East Harlem PUMA, New York","NYC-Manhattan Community District 11--East Harlem PUMA, New York","ny","795","00","ACSSF","0000424",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03804",,44768,8391,5342,3239,2951,2271,2574,1670,1919,1036,2954,2755,3014,2248,1317,1239,1848,30335
"3603805","79500US3603805","NYC-Manhattan Community District 8--Upper East Side PUMA, New York","NYC-Manhattan Community District 8--Upper East Side PUMA, New York","ny","795","00","ACSSF","0000425",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03805",,115522,5693,2955,2881,3322,2457,3133,1805,3439,2444,5861,8922,11773,10954,7340,9444,33099,104602
"3603806","79500US3603806","NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York","NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York","ny","795","00","ACSSF","0000426",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03806",,97034,7648,3823,2840,3382,2925,2414,1993,2926,2443,3525,6788,9035,8185,6246,10105,22756,96009
"3603807","79500US3603807","NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York","NYC-Manhattan Community District 4 & 5--Chelsea, New York","ny","795","00","ACSSF","0000427",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03807",,82072,5926,3878,3293,2256,2014,2829,2181,2863,1742,3882,5005,7454,7334,4621,8116,18678,92583
"3603808","79500US3603808","NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York","NYC-Manhattan Community District 6--Murray Hill, New York","ny","795","00","ACSSF","0000428",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03808",,79449,5111,2215,1837,2355,1126,1992,1836,2201,1438,3171,6110,9303,8044,6841,8489,17380,101769
"3603809","79500US3603809","NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York","NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York","ny","795","00","ACSSF","0000429",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03809",,69780,10547,6401,5233,3869,3594,2320,2319,2405,1721,4364,5706,5898,4659,2552,3278,4914,40919
"3603810","79500US3603810","NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York","NYC-Manhattan Community District 1 & 2--Battery Park City, New York","ny","795","00","ACSSF","0000430",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03810",,76534,3969,1891,1495,1761,1651,1248,1531,1792,1187,3698,4871,7671,7046,5496,8688,22539,119596
"3603901","79500US3603901","NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York","NYC-Staten Island Community District 3--Tottenville, New York","ny","795","00","ACSSF","0000431",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03901",,57220,2387,1693,1593,1733,1648,1729,1331,1734,1541,4283,5619,8367,7048,5108,6540,4866,84670
"3603902","79500US3603902","NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York","NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York","ny","795","00","ACSSF","0000432",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03902",,46919,2503,1551,2071,1717,1889,1598,2125,1539,1417,3395,4642,6668,5342,2849,4556,3057,71925
"3603903","79500US3603903","NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York","NYC-Staten Island Community District 1--Port Richmond, New York","ny","795","00","ACSSF","0000433",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03903",,60237,6167,2958,2819,3238,2731,2261,2097,2755,1682,4172,5439,7835,5332,4021,3908,2822,57975
"3604001","79500US3604001","NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York","NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York","ny","795","00","ACSSF","0000434",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04001",,60608,6576,4787,4309,2718,2614,2937,1712,2142,2136,3672,5640,6552,4857,3203,3326,3427,50778
"3604002","79500US3604002","NYC-Brooklyn Community District 4--Bushwick PUMA, New York","NYC-Brooklyn Community District 4--Bushwick PUMA, New York","ny","795","00","ACSSF","0000435",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04002",,44787,7251,2941,3504,2592,2365,2261,2007,2190,1804,3255,4560,4298,2510,1650,1004,595,38274
"3604003","79500US3604003","NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York","NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York","ny","795","00","ACSSF","0000436",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04003",,49212,7920,4625,3375,2794,2785,2310,2464,1940,2255,3559,3737,3722,3358,1561,1644,1163,36528
"3604004","79500US3604004","NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York","NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York","ny","795","00","ACSSF","0000437",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04004",,53813,4724,3038,2160,2396,1720,1867,1648,1625,1427,3119,3701,6222,4756,3437,4537,7436,73290
"3604005","79500US3604005","NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York","NYC-Brooklyn Community District 6--Park Slope, New York","ny","795","00","ACSSF","0000438",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04005",,48185,3264,1532,934,1047,997,1061,1184,1640,1035,2484,4600,5531,4462,3819,5399,9196,93969
"3604006","79500US3604006","NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York","NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York","ny","795","00","ACSSF","0000439",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04006",,50355,7052,3983,3551,2557,2673,2411,2412,2120,1530,3674,4665,5233,3018,1914,1589,1973,41075
"3604007","79500US3604007","NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York","NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York","ny","795","00","ACSSF","0000440",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04007",,42706,9619,4541,3070,2659,2668,2201,2225,2165,1284,2454,3448,2833,1888,589,677,385,27772
"3604008","79500US3604008","NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York","NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York","ny","795","00","ACSSF","0000441",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04008",,51081,10176,3616,3680,2864,2755,2970,2732,2867,2495,3544,4681,3696,2390,1143,942,530,33700
"3604009","79500US3604009","NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York","NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York","ny","795","00","ACSSF","0000442",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04009",,66367,4702,2479,2657,3109,2803,2827,2941,2909,2270,4640,7144,9989,6480,4360,4286,2771,63106
"3604010","79500US3604010","NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York","NYC-Brooklyn Community District 17--East Flatbush, New York","ny","795","00","ACSSF","0000443",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04010",,46768,4764,2936,2518,2617,2439,2613,2294,2764,2042,4148,5099,5966,3006,1728,1271,563,45954
"3604011","79500US3604011","NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York","NYC-Brooklyn Community District 9--Crown Heights South, New York","ny","795","00","ACSSF","0000444",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04011",,40043,4804,2862,2645,2429,2365,2205,2106,2250,1631,3148,4328,3903,2161,1416,945,845,41095
"3604012","79500US3604012","NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York","NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York","ny","795","00","ACSSF","0000445",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04012",,46196,4272,3635,3165,2634,3038,2373,2343,2427,1635,3100,4057,4656,3832,1514,1731,1784,43351
"3604013","79500US3604013","NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York","NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York","ny","795","00","ACSSF","0000446",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04013",,49563,3279,2685,2823,2770,2332,2173,2013,2132,1688,4032,4761,5834,4068,2805,3273,2895,57006
"3604014","79500US3604014","NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York","NYC-Brooklyn Community District 12--Borough Park, New York","ny","795","00","ACSSF","0000447",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04014",,46080,4354,4134,3762,3966,2880,2583,1875,2121,1545,3157,4007,3931,2771,1627,1992,1375,38215
"3604015","79500US3604015","NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York","NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York","ny","795","00","ACSSF","0000448",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04015",,55887,6580,4105,3287,3095,3339,3552,3036,2466,2011,4207,5540,5222,3377,2038,2080,1952,41681
"3604016","79500US3604016","NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York","NYC-Brooklyn Community District 15--Sheepshead Bay, New York","ny","795","00","ACSSF","0000449",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04016",,56561,5901,3935,3073,3476,2300,3096,2342,2447,1923,4008,5233,5884,5021,2935,2343,2644,49392
"3604017","79500US3604017","NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York","NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York","ny","795","00","ACSSF","0000450",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04017",,62922,5426,4521,3964,3564,3067,2940,3218,3432,1957,5192,6704,6936,4386,2879,2873,1863,48252
"3604018","79500US3604018","NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York","NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York","ny","795","00","ACSSF","0000451",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04018",,44264,9065,4660,3027,3026,2290,1697,1763,1886,1029,2626,3709,3095,2074,1551,1586,1180,30159
"3604101","79500US3604101","NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York","NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York","ny","795","00","ACSSF","0000452",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04101",,73067,7074,4391,4102,3990,3214,3468,3127,3283,3395,5627,6921,8517,6076,3829,3765,2288,50716
"3604102","79500US3604102","NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York","NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York","ny","795","00","ACSSF","0000453",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04102",,56575,3928,2757,4263,3973,3071,4031,2562,2546,2514,4757,5497,7049,4399,1987,2075,1166,47555
"3604103","79500US3604103","NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York","NYC-Queens Community District 7--Flushing, New York","ny","795","00","ACSSF","0000454",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04103",,87060,7200,4092,5034,5303,5101,4367,3488,4212,3577,6679,8820,10000,6928,3821,4062,4376,51251
"3604104","79500US3604104","NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York","NYC-Queens Community District 11--Bayside, New York","ny","795","00","ACSSF","0000455",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04104",,43582,1829,1658,1803,1701,1780,1732,1181,1582,1293,3087,4153,6547,5238,2822,3828,3348,74960
"3604105","79500US3604105","NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York","NYC-Queens Community District 13--Queens Village, New York","ny","795","00","ACSSF","0000456",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04105",,59982,2297,2046,1954,1928,2145,1960,1959,2336,2459,4237,6259,9362,7477,5394,5228,2941,76002
"3604106","79500US3604106","NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York","NYC-Queens Community District 8--Briarwood, New York","ny","795","00","ACSSF","0000457",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04106",,53481,3989,2422,2436,3361,2203,2316,2358,2132,1943,3840,5680,6902,5028,2825,3834,2212,59124
