stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,376,119,228469
217,1289,665,1272411
212,2954,395,632321
445,3532,248,320463
264,1604,80,142988
218,364,57,88650
137,1657,144,309332
499,5186,1330,3576816
414,866,144,204547
494,2967,152,178149
495,1922,126,170135
496,3280,165,226019
497,7890,574,759589
490,4191,263,334093
491,2445,98,109390
492,4525,186,392739
493,3214,340,538653
268,2169,236,369747
471,638,106,200915
428,2833,147,209084
284,4723,245,397246
407,495,152,264205
410,2832,203,306216
344,448,25,42506
450,2774,135,192205
540,3626,131,145549
347,4224,388,581450
403,2205,143,179342
402,5021,297,367590
342,1073,45,97088
545,2448,135,192782
281,3698,1377,3532563
280,2300,123,172525
2017,883,72,86549
282,427,122,227664
348,3660,435,640900
2010,2264,310,504308
409,292,49,55306
2012,1832,74,89565
453,3391,173,207918
527,3153,93,92920
454,1258,97,130393
2006,2895,1649,4336449
301,2159,178,238500
434,2055,155,214512
341,863,50,70242
369,1915,141,190703
330,1543,165,294602
263,2171,186,286725
262,438,30,46180
261,737,57,92971
260,847,58,81879
267,1675,210,353890
266,801,47,54041
265,2022,176,239583
127,3858,266,374439
128,544,42,55810
377,1930,264,422390
442,3642,173,182859
457,3647,835,2101325
423,1224,118,224239
2009,1118,110,165674
365,441,43,76020
522,1664,115,204491
362,1428,142,193669
363,2211,284,455864
379,4212,188,304768
536,2268,96,106272
416,697,30,47383
534,1086,95,136091
533,1905,156,265235
532,1734,541,914163
298,339,46,94738
530,394,28,60767
296,1429,115,165775
498,2840,277,317245
373,415,47,93217
295,1365,92,110171
375,3668,255,354340
419,223,20,29250
539,1376,333,682941
291,1017,60,87226
319,1644,137,221174
443,210,68,141998
270,739,26,45590
303,2053,225,305735
195,2251,317,484778
312,2904,284,360066
311,1606,157,223969
310,1285,104,196224
317,1276,89,127469
316,1472,109,137826
315,1677,320,519340
314,785,57,68041
393,1584,52,67772
271,1342,55,66388
391,700,61,91852
116,3676,137,196554
274,703,61,120086
275,412,26,44411
276,1295,88,143364
394,2138,104,142587
82,822,144,234907
83,998,181,461620
399,421,28,36774
398,927,353,649287
119,147,2,2260
250,2505,298,451807
143,789,57,194531
305,2862,234,410571
537,3425,122,155945
174,2578,155,170331
415,1796,110,128650
525,1487,226,354098
526,2498,267,376791
417,3337,327,513662
520,1604,156,280667
521,6691,375,531596
368,5040,456,628004
523,3988,178,194337
366,1129,76,113169
367,1447,76,90824
364,332,38,48982
422,2603,308,628887
528,3742,188,204706
302,1065,43,62321
360,1448,77,113363
426,5566,1222,1886887
308,1236,108,143833
309,1667,246,386676
449,1414,86,151138
448,2490,136,162561
531,2442,147,251674
300,2716,137,191715
304,2042,456,795403
441,1102,82,131260
440,1736,90,150660
447,2714,223,377096
446,3434,129,149503
306,2222,184,286171
307,2524,126,174002
380,3464,319,436322
244,563,27,22308
382,4879,347,419972
383,993,59,57047
384,723,52,79382
385,1315,60,91448
243,567,24,36687
387,3701,1473,2501296
388,2368,175,213389
389,640,150,298969
444,4845,510,679804
249,1186,79,134936
248,690,79,162502
411,1034,92,147556
245,226,40,68270
242,411,61,85406
372,150,28,40643
2002,1481,413,827623
420,418,62,77581
224,1496,300,440231
247,1796,191,260212
293,6998,319,368349
519,7062,348,497367
518,3100,122,155214
418,485,58,86500
405,2616,346,520500
241,547,63,75589
290,1917,232,603784
438,2480,158,165630
439,2756,169,198153
511,1862,101,132831
510,2261,239,347273
513,1805,148,278927
512,1902,134,204653
432,3078,214,294243
433,2804,187,224082
430,1521,222,357520
516,1100,86,132542
458,2099,267,453483
459,3830,553,850477
339,380,30,44223
386,1628,337,508065
335,2420,115,144390
334,3026,126,186863
337,1170,108,230614
336,2889,233,344153
331,711,83,118827
455,1876,176,266062
456,1293,98,148768
332,937,161,223608
258,557,46,88717
259,1284,223,369577
3002,3381,603,941177
252,1974,140,170897
253,265,14,22792
318,4769,112,161762
251,3418,328,464980
173,2764,319,618890
257,1874,167,221822
254,2259,119,148444
340,983,38,38718
289,202,15,38982
517,1824,103,147163
406,1131,170,327657
345,3297,161,191995
431,116,12,10501
346,2497,297,493343
482,2883,93,125491
313,599,39,72920
404,3335,580,880647
481,779,208,431593
508,1501,180,265706
509,3989,266,353912
546,2743,152,164235
504,3824,182,243752
505,2991,339,421254
502,1525,50,88804
503,3071,151,206344
500,1977,166,239715
501,1596,218,361760
473,1697,198,296374
469,1406,135,160825
468,1955,183,374259
465,2808,308,505898
464,1376,90,140693
467,1029,156,439060
343,353,91,149916
461,3057,135,200423
460,664,162,337571
463,3115,277,381438
462,3874,324,481583
168,4612,203,232089
294,3518,280,336757
229,3475,145,170066
228,1998,122,179393
164,2488,107,131622
225,1949,642,1040849
167,2847,149,230692
223,2447,87,102114
161,3426,200,284916
470,2277,136,176411
507,617,29,39098
392,898,303,490856
285,6013,438,511639
401,3087,216,332855
349,1281,110,156342
538,2106,229,316091
390,512,37,65481
2021,1995,245,411325
2022,1350,128,228495
2023,1107,81,139479
397,398,61,139726
408,798,82,120500
427,1744,516,920999
151,5134,576,839665
150,1168,73,83792
153,3059,246,347350
152,1245,101,143527
395,829,68,129385
157,1087,148,301719
400,580,60,82936
361,2347,130,165603
396,400,35,84444
278,318,43,64623
238,1475,179,345532
239,783,30,41692
279,358,77,119422
236,3208,216,269434
237,3497,303,412589
232,606,336,646721
233,1448,116,208829
472,3100,96,99156
2003,2495,100,103665
412,1627,244,391783
355,2008,167,319360
322,987,404,765747
323,880,92,148844
320,1202,88,104598
2001,164,6,2392
326,2552,144,196031
327,3853,532,838585
324,1136,54,60076
325,2680,143,169330
476,2873,175,229741
328,1908,234,337440
329,2224,174,287374
352,2639,273,519867
146,1628,127,207821
147,3259,265,388483
144,331,101,136160
466,3111,149,144213
474,2856,159,222473
529,2716,158,298829
321,40,12,20944
351,1553,247,364479
160,1624,101,159398
2005,80,2,2011
376,1590,84,132240
436,292,28,57828
72,2259,341,669137
489,1993,142,163458
488,3838,198,243158
487,2122,73,89482
486,2813,223,268002
485,2027,148,220455
484,2449,189,253615
483,3875,208,258506
478,2419,247,375722
79,1789,145,278949
480,1722,91,138737
120,300,18,35892
435,6096,205,214554
350,1457,117,178332
515,2576,146,184918
514,3161,867,1320568
357,2296,107,110152
356,957,60,83363
2000,1324,262,459198
354,525,73,124111
353,464,26,43656
477,4956,191,331588
2004,2464,184,289183
475,694,35,49517
2008,1469,244,411738
479,2883,178,258153
421,320,12,26042
359,2437,74,126110
358,4498,481,703004
