stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,756,292,460252
217,1561,737,1275633
212,3986,573,861542
2005,123,1,2938
228,2158,207,259740
218,599,64,152319
397,547,85,162543
2008,3049,602,1003021
498,3956,482,637140
499,6173,1818,4494639
494,4264,282,436081
495,2837,231,273147
496,4564,358,431740
497,10206,993,1134518
490,5541,551,824735
491,3865,247,297588
492,5596,348,432475
493,3949,563,807741
2006,4578,2826,7076438
268,3244,493,756921
471,716,187,394679
525,1887,470,753785
223,3211,188,232673
264,2265,244,339528
421,471,38,54856
420,685,99,140404
137,2147,289,483693
344,602,89,145294
345,5993,488,576548
405,4557,897,1359494
347,6834,734,1044728
340,1308,54,75714
341,1492,123,168236
401,4134,507,634957
545,3724,261,404391
281,4958,1960,4848436
280,3434,303,489880
2017,1274,147,213872
282,349,131,196599
443,362,172,303908
284,6924,554,645505
409,423,60,98675
2012,2299,114,139670
453,4461,290,354768
522,1873,179,274969
356,1600,184,262083
454,1640,146,212678
301,3733,361,461323
523,4954,256,350983
455,2198,368,479324
263,2943,322,400639
262,674,52,63772
261,1105,104,167340
260,1046,133,189622
267,1990,345,436957
266,1114,124,165837
265,3271,342,418047
127,1970,276,403495
128,5099,486,637733
537,4456,252,293443
442,2557,196,236605
332,1643,274,385431
364,520,97,131289
365,803,87,228968
302,1257,83,131211
362,1719,201,226376
529,3728,355,791484
414,1223,239,358308
536,2967,179,214895
416,951,64,105066
534,1544,223,347405
410,3109,272,362867
532,3203,1094,1937595
531,3670,299,386695
530,3780,796,1637176
296,2191,255,327306
297,3734,233,261388
294,3863,594,662901
295,2049,190,245138
375,4607,406,514308
293,9436,706,858031
377,2508,440,648695
291,1488,151,224904
319,2122,259,379326
318,4466,167,258278
303,3244,550,721474
195,3453,641,1072231
312,4330,505,601629
311,2338,237,310598
289,272,33,63293
317,3317,309,360611
316,2140,166,280279
315,3055,652,1043590
314,944,111,220724
393,1761,163,175620
271,2041,154,240725
391,1609,213,364373
116,5156,289,343777
274,1032,99,132742
396,619,75,168217
395,1241,127,224345
394,3323,279,337964
278,503,91,123215
279,594,150,204110
399,532,56,89681
398,1418,419,736055
119,156,19,76545
143,1030,100,185441
379,5165,253,261050
174,2257,138,195834
415,2251,210,269859
513,1717,207,374458
428,3790,310,442631
526,3474,475,600677
527,4049,226,291213
520,1565,268,408672
521,9364,621,770677
368,7049,867,1134599
369,2575,244,303723
366,1340,87,102429
367,1843,160,232098
423,1607,167,307705
422,2605,431,845289
528,5021,333,389477
363,4079,713,1098916
427,2435,925,1542802
361,3688,339,441888
308,1748,196,240933
309,1935,356,584019
449,1744,170,265361
448,3158,202,261214
298,567,56,115733
516,1549,99,149412
512,3004,286,338381
300,3415,228,262297
304,3284,811,1394408
441,1525,164,225260
440,2351,214,291854
447,3369,466,686625
305,4072,500,912729
445,4976,509,678604
444,6865,953,1198937
380,5403,609,857805
244,880,71,84349
382,7538,697,777658
383,3513,286,360566
384,1064,128,228871
306,3388,350,552424
243,861,39,95581
387,4937,2336,3822906
388,3549,370,512280
389,1203,341,636533
167,3979,362,459854
307,3370,215,267148
249,1578,160,220276
248,939,116,176064
411,1473,188,254636
342,1364,83,116172
245,414,89,142027
242,672,144,190293
372,396,117,241732
360,1897,214,295951
538,2585,395,558083
418,713,94,137358
247,2922,446,667221
419,300,26,101638
519,8295,640,926461
518,4289,322,409004
533,2405,314,426403
