stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,465,207,315860
217,2071,1243,2432171
318,2477,238,381696
2005,101,15,14226
264,2076,170,265495
218,514,80,510400
2008,3214,781,1198351
498,3785,492,593201
499,6807,2172,5777798
414,1249,235,400461
494,4897,458,660890
495,3771,335,529298
496,4518,312,429430
497,9213,964,1131728
490,5888,560,859414
491,3899,261,257242
492,5549,488,983353
493,1081,224,393688
167,3692,300,471036
525,2077,649,1009777
223,3561,251,278175
349,1601,219,318479
137,2050,273,617875
2009,1429,120,189298
407,492,131,226098
406,1228,246,486494
346,3076,449,509141
404,4836,1054,1600345
403,3359,355,431813
402,7042,672,814190
401,4019,536,706874
545,4031,285,349746
281,5448,2605,8457053
280,2821,231,242397
2017,1302,134,172112
282,771,298,443888
285,7235,795,982887
284,7285,600,813704
409,457,127,152249
408,1265,181,388622
336,3308,411,473950
368,6801,957,1338836
454,1633,180,254124
341,1384,108,154879
523,5167,397,697727
455,2552,346,471589
263,3071,383,520464
366,1227,95,247220
261,1157,180,789008
260,1316,127,260617
267,2065,306,449683
266,999,85,289442
265,3005,328,593084
127,7388,758,1072941
128,6183,505,716869
268,2933,474,1013273
364,584,102,133679
422,2078,326,665352
528,3597,188,215089
529,4952,633,1322188
537,6338,409,468241
536,3798,199,217143
437,538,96,325270
417,5565,860,1390805
410,3641,387,678187
532,2828,1086,1806580
531,3425,287,489451
530,3862,837,1937843
296,2085,276,409186
297,3961,332,402777
294,3474,532,608788
361,3172,322,538298
375,5039,458,608303
293,9574,800,948828
377,2560,514,1039851
291,1321,123,243845
443,243,120,300423
303,2910,553,729634
313,928,71,89597
312,3883,529,1118474
311,2380,260,302335
310,1747,260,664509
317,2996,262,370725
316,1999,206,303954
315,2608,528,946421
314,1381,151,376556
393,1744,96,188486
271,1775,145,190827
391,1154,201,654471
116,4824,425,485590
397,795,121,220885
396,565,63,134674
395,1024,112,204604
394,2807,252,295541
278,672,142,207397
83,1147,278,754036
399,353,47,66733
398,1424,544,1154784
119,93,23,35341
369,2513,282,377291
143,996,125,317387
457,4490,1534,4286458
379,5412,329,438671
251,4505,654,777634
304,3199,859,1630385
415,2697,270,487870
513,2324,253,373043
416,741,66,100546
524,1243,178,274153
428,3568,229,308900
526,3361,542,860327
534,1452,240,410616
520,2922,412,668846
521,9998,762,1142445
522,2134,245,586436
442,4703,315,542535
421,443,17,15849
367,1770,160,202742
423,1731,229,462472
365,914,116,199022
362,1922,250,340231
363,3653,582,974219
360,1793,193,285107
426,9220,2565,4152910
308,1610,198,242758
309,2183,558,812399
449,2488,281,463778
448,3697,331,483504
412,2281,563,982554
516,1224,133,138243
420,528,46,75097
300,3106,291,323579
301,3554,314,360144
302,1321,129,148499
440,2368,187,251289
447,2254,359,556860
305,3842,383,722422
445,4504,477,749945
444,6255,1137,1445309
380,4702,607,776330
244,650,69,109667
247,2585,394,567868
