stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,188,36,70497
217,295,131,317380
248,367,24,56669
212,1433,65,141835
474,2042,103,137108
2005,47,3,3345
264,1257,42,78082
218,171,12,18149
2008,727,91,147544
498,2329,143,159076
499,2366,237,462479
414,417,25,32840
494,2020,63,70605
495,1283,32,37428
496,2003,58,62675
497,4310,204,227590
490,4084,174,220549
492,2800,39,52764
493,1538,0,0
224,830,58,146176
525,559,69,93374
160,1239,31,39844
421,251,17,22689
349,843,38,71853
2009,678,30,33088
407,334,22,110286
345,2214,75,81135
346,1422,57,87057
404,1826,179,356983
340,681,0,0
402,3559,136,187358
401,1968,71,160385
343,221,38,86493
281,1912,369,915348
280,1433,0,0
2017,665,10,10722
282,245,18,224033
348,1613,105,227889
284,2978,38,37878
409,195,7,9589
408,447,28,35401
453,2126,15,28889
522,1247,68,141532
356,843,23,26295
331,566,2,1457
369,1283,51,64377
455,1194,70,98215
120,270,2,3854
262,315,10,9167
261,474,9,11706
260,495,32,104915
267,1338,163,223888
266,484,5,5008
265,1166,61,101699
127,2292,59,77508
128,2490,0,0
377,905,68,102401
268,1401,90,246836
364,264,22,28454
365,332,14,58774
302,661,21,24338
362,872,15,14509
529,2002,73,145899
379,2881,85,122245
536,1652,40,44235
416,455,12,51692
417,2453,106,142261
410,1855,68,93708
532,721,134,221440
531,1686,29,33158
296,1078,54,68652
137,1208,59,97194
294,2143,75,106706
361,1641,37,48672
375,2228,81,119495
293,4081,101,866822
539,605,64,148697
291,831,14,19840
319,1196,57,302773
318,3169,65,83812
147,1719,67,83542
313,368,14,16128
312,1739,98,253340
311,1163,29,49028
310,752,40,57398
317,2057,45,54785
316,1027,6,5657
315,630,117,299002
314,489,18,31756
393,955,21,19602
271,985,20,22856
391,783,3,5721
116,2763,82,142524
274,415,20,39261
275,273,6,21627
395,507,20,47555
394,1531,35,29876
82,558,34,42321
83,726,43,50190
399,271,6,3838
398,250,56,86533
119,113,4,5088
537,2266,32,30660
174,1360,33,40734
304,1042,111,229244
415,874,52,70781
332,508,23,30800
524,1611,92,81798
428,1968,57,118743
526,1195,44,44573
527,1935,44,146374
520,1211,109,171892
521,4905,132,165980
368,2489,116,117313
301,1866,45,47264
366,783,29,125993
420,303,9,14372
423,820,30,34236
422,1964,61,84885
528,2666,62,58945
523,2925,101,368454
427,538,119,212321
426,2241,244,298267
308,879,40,50591
309,994,60,104609
449,1017,27,44135
448,1861,73,87175
412,1083,55,93133
300,1793,78,102043
442,2433,65,73898
441,935,54,56215
303,1496,98,137024
447,2008,101,188096
305,1675,94,172841
445,2046,85,105590
444,3092,202,396788
380,2401,98,110315
501,1010,61,102994
382,3046,69,828526
383,1536,86,152809
241,366,9,9776
385,911,28,46348
386,985,101,116656
387,1858,383,876559
388,1650,82,102887
367,1133,35,40608
167,1892,56,64769
307,1830,51,56750
249,710,15,13611
373,265,8,6051
411,571,17,21120
306,1286,53,70239
245,173,15,22819
242,210,29,104760
295,1097,28,83595
360,1033,31,63942
538,1322,80,130848
244,439,15,11665
418,283,12,16694
2000,650,70,123298
247,1193,73,108757
431,98,2,5554
519,4637,146,166109
518,2395,64,87460
533,1267,77,80397
289,138,6,7689
290,1332,54,82572
438,1636,56,67020
439,1752,70,79393
511,1575,23,18895
510,1633,92,164787
434,1173,32,27949
435,4508,89,82146
515,1979,63,103812
433,2005,29,26672
517,2708,48,74178
516,655,25,26453
458,1668,68,72599
459,2179,114,220234
540,2513,30,31533
339,205,7,25351
243,1078,48,58778
450,2273,24,20782
334,1968,48,65924
337,634,31,70078
336,1404,50,117633
454,805,24,28184
330,982,8,9579
456,994,34,70807
457,2271,235,518389
430,852,56,73342
258,487,16,18446
259,498,80,112684
389,247,24,36523
252,1273,46,76289
253,1867,71,163513
250,897,28,31179
251,1695,82,118678
173,2048,117,208347
257,1218,65,82195
254,1411,55,55473
3002,1236,88,132470
344,237,9,13481
2001,81,0,0
472,2623,37,44110
406,539,31,39079
405,1456,85,111787
403,1503,58,63299
534,623,42,52602
195,1581,122,229888
347,2118,87,93202
481,254,56,82159
508,982,72,93646
297,1854,52,108009
507,2075,36,38748
504,2761,52,94364
505,2618,107,496561
502,1295,19,19188
503,1960,36,45134
500,1492,93,326026
341,603,17,21967
469,2022,109,221284
468,1642,55,79712
465,2501,174,289821
464,681,20,23887
467,504,38,108390
466,2138,64,60236
461,1856,42,74912
460,306,38,72424
463,1925,134,280880
462,2338,34,32498
363,1362,85,188611
168,3026,88,94471
546,1923,50,55865
229,2276,74,60872
228,1444,53,50127
164,1299,40,48184
225,613,109,184561
342,814,6,7881
223,1696,46,62645
161,1874,63,83330
298,173,6,5079
270,679,10,11512
384,435,7,4801
392,449,83,138209
285,3725,166,223202
513,1203,25,36623
2010,1167,71,87767
446,2343,60,72539
390,319,25,28133
2021,2015,146,198581
2022,686,25,38802
2023,771,37,62579
372,142,9,13340
397,187,8,24114
2012,1180,20,19448
396,208,8,7424
151,3222,169,228495
150,1097,28,67905
153,2366,99,148103
152,1000,44,85564
276,769,21,21262
157,654,21,40680
400,401,18,30407
353,301,9,9469
278,206,13,22144
238,1080,55,89482
239,486,7,3876
279,141,13,16590
545,2018,40,46321
236,2055,102,96858
237,2124,71,73032
232,337,107,224422
233,1014,62,101244
2002,514,92,569978
440,1237,42,49461
2003,1809,42,87542
470,1544,61,71564
322,389,65,97402
323,2328,50,79531
320,986,13,42245
354,306,15,13039
326,2241,83,118285
327,1911,100,168744
324,776,34,46252
325,1653,47,45656
437,208,8,15697
2006,1065,525,1740479
328,1084,57,62751
329,1851,72,114954
443,80,21,49788
335,1820,45,46944
352,1882,98,213399
146,1009,29,31899
509,2562,129,162500
144,104,16,20550
143,401,12,14754
351,677,60,90666
475,1465,35,37269
419,42,2,1270
376,929,47,53447
436,169,12,17388
72,1213,17,20190
489,1190,59,94988
488,2495,75,91705
487,1454,30,47921
486,1837,49,53852
485,1520,54,54149
484,1486,53,54324
483,1827,42,42341
482,2167,43,49706
79,995,76,279217
480,1306,41,61203
263,1834,73,91789
512,1412,62,57509
432,1890,68,72380
514,1029,171,251104
357,1522,44,60595
473,953,72,92768
355,1438,71,91525
471,288,30,152500
476,1889,41,38176
477,3538,61,94104
2004,1145,62,118431
350,1362,44,54767
478,1438,59,66618
479,1859,80,99250
359,1944,50,83626
358,2452,101,117140
