stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,72,3,4586
217,151,61,94402
212,1010,41,66188
525,498,56,87718
264,758,13,16473
218,76,3,7327
2008,407,32,38036
498,1118,33,33497
499,1146,71,262850
414,182,10,18767
494,1045,12,15194
495,630,14,26370
496,1108,27,29184
497,2493,87,108009
490,1944,0,0
507,975,2,2444
492,1570,30,42889
493,911,33,127600
224,508,31,58468
2005,36,0,0
428,1085,2,4288
160,633,10,18398
407,146,19,29367
137,508,22,58864
2009,439,5,4387
289,94,5,3921
345,1392,25,59698
540,1288,8,10058
347,1139,46,54232
403,881,27,28141
402,1694,37,49268
401,1180,24,28275
545,1037,16,22134
281,792,129,349141
280,803,0,0
2017,359,2,2784
282,136,23,51387
285,1795,58,74424
284,1500,17,14256
409,142,6,9002
2012,706,10,8321
344,197,1,1057
336,827,11,12856
368,1278,49,338304
2006,429,126,494404
331,302,10,35712
341,328,4,5710
369,632,0,0
330,575,0,0
263,934,37,27348
262,137,4,3545
261,241,5,9170
260,326,14,23660
267,409,11,9461
266,284,7,22099
265,751,21,54743
127,1019,25,38067
128,1163,45,46938
442,1391,24,29273
268,705,31,39959
423,264,7,16847
365,196,11,34601
534,388,4,8774
529,1007,34,44483
537,1363,22,19586
415,464,11,22274
416,298,8,11914
417,1183,24,45740
410,1015,10,11534
411,358,9,14483
412,610,16,16763
296,647,16,19121
297,1139,28,57393
294,744,28,55986
372,57,0,0
375,1265,31,44453
293,2920,60,78140
377,568,47,62130
291,421,9,8182
319,669,19,28518
318,1688,25,23961
195,713,32,51689
312,1102,25,26936
311,652,13,18644
310,379,13,18462
317,1075,31,36369
316,531,0,0
315,308,18,27663
314,173,4,7307
270,401,2,3973
271,543,8,7435
447,676,20,22299
116,1361,16,14587
397,130,5,3913
396,167,9,14888
395,277,12,23404
394,872,24,26292
82,296,24,37623
279,136,9,19462
399,216,6,19956
398,191,54,73771
119,57,2,2273
305,808,23,75365
379,1538,25,33444
174,795,21,25005
536,961,20,16819
295,621,8,12519
513,581,21,42820
524,764,36,59772
443,41,0,0
526,999,22,22544
527,1020,22,30422
520,542,28,37121
521,2171,57,71274
522,458,13,24262
523,1337,27,89877
366,390,6,7686
420,169,2,1946
364,208,5,9521
422,766,25,43244
528,1371,24,38874
302,454,0,0
360,512,22,34587
361,924,7,5626
308,493,15,26688
309,504,3,8444
449,414,15,12672
448,950,14,16096
531,676,12,11083
300,957,16,25295
301,1117,26,27186
441,303,16,37578
303,631,17,23035
304,510,31,140139
446,1263,9,11142
445,1099,23,29221
444,1562,59,78571
380,1253,43,83007
244,250,0,0
247,618,37,55760
383,468,14,24312
384,287,1,4879
385,440,9,9857
243,89,5,3419
242,76,2,3038
388,960,24,38863
389,126,14,141034
307,983,19,270727
249,422,13,18862
248,226,8,8273
306,778,19,20028
245,100,0,0
346,752,17,39927
418,56,5,8413
382,1808,40,42428
532,410,46,70416
519,2719,43,56982
518,1277,15,24177
533,354,13,18885
233,496,18,33694
290,542,9,15985
438,985,26,31426
439,996,33,37128
436,91,4,4354
241,152,1,602
434,592,22,32006
435,2403,43,42965
432,1045,29,48939
433,964,8,6308
517,1189,37,63552
516,441,4,11477
458,574,8,10910
459,1017,54,89029
339,82,1,1151
386,486,44,66740
362,423,12,9874
450,775,5,8446
334,1019,5,11769
337,404,23,31487
453,1053,17,21961
454,459,10,13813
455,444,13,16177
456,508,4,2537
457,983,101,204669
430,400,20,24730
258,157,3,5119
259,251,37,50805
3002,781,33,44045
252,647,44,50052
253,69,0,0
250,349,6,8479
251,919,44,66838
173,963,35,50094
257,670,19,31661
254,710,20,24609
340,445,3,2587
2000,339,48,74361
472,1352,25,16650
406,249,7,15119
405,766,14,53912
431,54,1,743
313,250,0,0
404,830,63,123028
79,632,11,25266
508,364,0,0
509,1106,23,27430
546,960,17,22636
504,1319,31,58960
505,1290,30,36162
502,897,10,14229
503,969,14,14597
500,682,44,143447
501,494,19,31660
510,771,34,46907
469,365,24,28067
342,474,2,1884
465,590,14,16375
464,354,13,14672
467,317,21,29077
466,1176,36,26424
461,1095,21,25003
460,164,16,30560
463,1029,54,77441
462,1057,24,67964
363,668,43,74518
168,1359,20,18725
229,1471,31,32932
228,652,21,38824
164,650,8,14739
225,353,42,60934
167,958,20,22449
223,887,23,43439
161,1201,36,52032
387,827,121,230345
393,625,9,8582
274,208,6,48183
373,160,2,2640
392,239,26,86174
348,760,34,49544
356,427,0,0
391,290,8,16824
349,394,13,14394
538,569,27,40891
390,176,2,967
2021,720,3,3766
2022,427,10,16189
332,247,10,13388
343,134,25,72535
408,229,5,4326
275,139,2,8052
151,1796,70,130728
150,549,13,14243
153,1051,38,56676
152,388,20,26497
276,378,16,23694
157,316,8,11486
400,230,7,7132
427,270,48,103146
2001,75,3,2442
278,45,4,12319
238,570,32,57821
239,277,2,1409
83,301,19,52095
2004,580,0,0
236,1177,28,39096
237,1070,24,20457
426,1324,104,147134
232,110,0,0
468,597,27,28440
2002,222,0,0
440,575,12,29157
2023,330,6,8590
2003,1093,3,5515
539,352,44,149318
470,700,18,23830
322,155,24,29110
323,1298,34,53913
320,4,0,0
471,136,5,10380
326,1160,24,33132
327,730,15,30064
324,354,4,9082
325,845,15,11495
437,134,4,9091
353,128,3,7310
328,482,20,20042
329,878,17,19549
298,89,1,267
335,1191,26,26166
352,746,29,44485
146,530,24,30601
147,935,30,34867
144,89,3,4098
143,184,4,5717
475,718,14,21461
486,777,18,30951
419,93,0,0
376,593,29,34972
511,933,13,26650
72,676,40,41545
489,675,21,39701
488,1248,11,23401
487,956,6,9396
474,946,21,15640
485,665,10,13139
484,688,10,10192
483,1065,0,0
482,1063,21,22222
481,145,13,25499
480,669,22,25224
120,92,2,2454
512,634,19,16842
515,962,23,25062
367,492,10,10766
514,602,65,92963
357,687,14,17046
473,415,12,20152
355,769,19,29321
354,159,6,9360
476,779,15,18232
477,1916,42,56464
351,292,19,31554
350,451,13,9670
478,868,19,29308
479,868,24,41174
421,121,0,0
2010,560,31,63476
359,820,10,15317
358,1500,61,110735
