stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,365,171,497037
217,1294,764,1718646
212,1257,134,291781
474,2833,189,317721
2005,65,0,0
127,3691,232,312764
218,316,32,64084
354,424,41,121795
2008,1799,411,735333
498,2303,212,371793
499,4992,1337,3708692
494,3219,146,319652
495,1899,95,123171
496,3177,161,173985
497,6651,552,655513
490,4484,253,560693
491,3657,137,189594
492,4058,213,373214
493,2280,249,436599
224,1351,311,398624
525,1455,344,516994
160,1317,68,78523
137,1684,156,379342
2009,987,56,89870
344,474,47,75824
335,2522,140,174239
405,3028,564,880255
527,2711,160,198819
403,2217,159,200825
341,1121,61,140552
401,2791,269,483959
545,3021,152,275764
281,3424,1339,3925456
280,2230,118,159240
2017,787,76,84735
282,576,228,384861
285,4970,367,486518
349,1196,113,289711
409,232,41,75369
2012,1965,107,112332
453,3204,156,206905
368,4352,442,572952
414,950,176,314868
369,1751,161,238154
455,1894,209,352981
263,1958,159,208487
262,393,40,57199
261,744,88,985269
260,936,88,148723
267,1636,195,349009
266,766,54,91937
265,2203,191,247056
264,1484,86,152924
128,3727,264,400654
268,2051,245,309569
423,1070,100,263722
422,1355,140,234835
528,2496,111,144318
523,3960,135,189541
363,1937,253,419530
379,4095,129,290296
415,1610,122,219139
437,361,68,1847408
534,987,114,192705
533,1847,157,198080
411,1162,115,180267
531,2671,172,216573
530,2626,405,867308
296,1556,192,372551
297,2705,107,182923
294,3442,286,359979
295,1347,105,136722
375,3218,198,291011
293,6738,379,558058
539,1630,458,968298
376,1173,67,132456
318,5087,147,350953
195,2106,343,569482
312,2734,275,527502
311,1511,132,203622
310,1233,141,282237
317,271,8,6411
316,1573,139,229750
315,1847,396,601655
314,829,76,143407
393,1531,94,104628
271,1423,112,446238
391,1141,163,362410
116,1930,60,79007
397,621,83,175770
396,444,82,192255
440,1698,96,150443
394,2245,132,164508
82,729,125,174664
434,2583,172,695974
399,300,32,57222
398,1250,545,1291433
119,116,18,33172
143,778,84,214139
537,3217,124,148425
251,1452,172,255483
304,1961,395,655154
536,2819,105,103913
332,1323,214,369573
416,586,62,67684
524,1648,190,265407
428,2724,164,214634
526,2316,266,309891
417,3900,402,763538
520,1719,233,409992
521,6296,333,468513
522,1501,107,201969
442,3375,173,282483
421,367,10,170573
367,1387,102,184861
364,319,26,34816
365,662,86,155111
362,1059,94,107745
529,2928,201,479272
360,1298,100,249511
361,2290,154,275614
308,1214,132,170464
309,405,49,73314
305,2704,185,481906
448,2337,133,170677
412,1729,374,661462
300,2147,104,181994
301,2948,249,427609
302,1144,89,246756
303,1976,270,391562
447,2310,201,296010
446,3417,171,256075
445,3522,253,345165
444,4568,522,1000925
380,3388,311,437311
244,469,48,71170
382,4951,368,478498
383,2672,180,254605
241,505,84,192660
385,1223,65,93895
386,1491,357,632366
387,3491,1638,3204405
388,2287,163,226771
389,555,131,295262
443,181,111,195788
307,2470,174,273853
249,1041,95,226208
248,557,64,92766
418,461,71,89071
342,1019,50,72624
245,313,71,100430
242,495,105,135843
372,176,51,56105
2000,1213,240,463343
420,411,62,88324
247,1898,251,529188
419,293,18,98195
519,5481,256,382314
518,3079,164,231093
306,1499,96,190104
289,168,16,176887
377,1729,230,522521
438,2439,180,217750
439,2811,211,300937
511,3168,130,394332
510,2556,236,395117
513,1475,94,207760
538,2221,137,187033
432,4375,267,361245
433,2847,141,171402
517,2267,100,163503
516,1013,85,103465
458,3034,312,526780
459,4665,613,933095
339,461,10,95931
243,702,28,57269
450,2388,113,212745
334,2771,118,231732
337,1121,74,110458
336,2864,264,370200
454,973,88,149639
330,1478,177,312648
456,1299,76,219746
457,2950,810,2538986
430,1511,273,559281
258,567,77,193190
259,1410,248,417136
357,1884,69,80863
252,2027,191,275179
253,398,51,63520
250,4900,383,672802
174,2257,92,133107
173,2536,365,803430
257,1789,181,270861
254,1732,116,154814
340,1270,38,80196
407,347,103,164724
406,205,17,24168
345,3254,144,189950
331,784,90,133064
346,2284,240,346879
431,203,14,38474
313,684,58,179177
347,3776,275,430291
79,1735,162,212330
508,1897,225,327054
509,3654,223,288365
507,3225,135,249325
504,4054,218,401625
505,2825,298,349538
502,798,29,44822
503,3066,149,214458
500,1751,139,303347
546,3184,176,215180
469,1170,162,302696
468,2037,222,548411
83,814,186,1376082
465,1992,230,485045
464,1261,77,96070
467,1145,169,336999
466,2943,168,239755
461,3620,132,158593
402,4815,270,396828
463,3316,367,611920
462,3681,280,396659
168,2747,126,123374
229,3608,178,195400
228,1590,93,112876
164,1477,65,2979524
225,2403,741,1201055
167,2505,141,201991
223,2329,120,123771
161,2940,201,234196
298,281,45,65644
270,828,41,36815
410,2697,239,323944
373,437,68,1000056
392,1249,372,729458
348,2985,391,567908
284,4927,231,336085
232,653,464,1033908
390,537,74,71233
2021,1955,276,344205
2022,1430,126,258971
2023,1098,90,144059
274,578,51,73039
501,2075,367,596019
239,602,20,272134
151,4998,535,1069830
150,1453,80,154420
153,2859,273,388732
152,1349,123,236088
276,1410,104,178578
157,952,160,868757
449,1273,87,161478
400,523,49,48990
427,1142,313,550061
353,453,49,51956
366,896,57,85316
278,452,62,209123
408,782,110,160976
238,1266,145,335057
532,2054,728,1266704
279,1736,491,778965
343,355,97,159857
236,2834,229,315082
237,3083,190,235960
426,5349,1228,2004367
435,6347,278,323578
233,692,95,213709
472,3309,94,152275
356,1532,84,112514
355,1837,174,235311
395,739,45,92729
441,1196,100,146012
322,665,279,500890
323,1086,90,151124
320,1072,74,132408
2001,128,16,19055
326,2610,147,174302
327,4497,630,1233115
324,1676,74,164064
325,2085,53,74909
2006,3212,2054,5860503
328,1794,241,385398
329,2724,170,313896
352,2458,305,653743
146,1640,115,162296
147,3755,366,723200
144,389,177,358751
351,1426,141,221360
275,393,22,46903
321,529,336,532556
475,2109,69,86555
290,1648,191,430165
460,653,150,388769
255,16,5,2626467
436,126,17,48752
72,1955,234,397037
489,2703,196,537250
488,3292,207,315999
487,2449,130,194808
486,2567,227,339240
485,1575,118,137604
484,2159,215,459161
483,3049,173,182831
482,2971,124,150233
481,631,181,371168
480,1930,112,154733
120,306,47,95632
512,2265,160,219641
515,2605,178,348131
404,3012,514,852016
514,3257,875,1414572
2002,1758,591,1127800
473,1724,226,361701
470,3040,156,205772
471,1002,198,518805
476,2571,130,181020
477,4729,227,316612
2004,1834,175,222187
350,1449,114,161920
478,2512,264,397127
479,2345,173,312304
2010,1994,279,417381
359,2376,68,164689
358,4236,451,869005
