stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,402,135,241373
217,1297,721,1189882
248,859,33,53364
212,3236,343,457332
474,3908,287,355368
2005,66,4,4163
127,5088,235,340484
218,385,33,52079
397,397,26,52256
354,588,34,45830
498,3935,299,387564
499,5760,1377,3498131
414,897,146,257548
494,4116,183,281064
495,2298,96,187152
496,4156,208,246967
497,9056,607,825903
490,3572,248,314321
491,3698,126,141111
492,5401,232,338058
493,3421,402,600340
224,1837,316,491261
428,3427,167,199795
160,2026,90,114813
407,423,78,142950
349,1380,94,4606812
137,1981,211,363641
410,3378,254,354808
344,474,22,38773
345,4748,220,429731
346,2916,247,390670
347,4840,249,303723
403,2762,189,286454
402,6189,311,353561
401,3362,214,278851
545,3859,150,155056
281,4346,1683,4691483
280,3170,156,180197
2017,1304,120,137362
282,627,212,366450
285,7348,495,517107
284,6352,300,328182
409,354,41,54836
2012,2266,83,88018
453,3770,214,222717
440,2253,112,133039
2006,2904,1778,5005982
331,1051,79,126162
301,2776,158,218142
523,5045,221,281116
330,1959,177,298508
263,2885,268,391990
421,417,10,13718
261,897,59,93609
260,1109,84,126114
267,2053,264,307821
266,912,65,118809
265,2774,209,329326
264,1786,97,122504
128,4737,271,373724
268,2633,237,364155
364,362,38,40292
2009,1320,61,104282
365,549,44,75512
455,1629,152,179855
302,1232,50,95089
362,1906,153,165542
368,5547,454,586017
363,2745,261,381665
537,4880,130,125422
536,4177,111,138194
416,718,30,46366
417,4560,538,848192
533,2288,224,1458335
532,1872,594,1066624
412,1986,327,458017
530,2878,317,665001
296,2095,152,194861
297,3677,147,323080
294,4663,344,352276
372,259,95,1389478
418,581,56,67670
419,310,4,10280
539,1686,380,645103
376,1823,94,159859
319,295,25,46521
318,5058,116,131371
313,859,96,136790
312,3546,250,462934
311,2093,174,222893
310,1441,133,271228
317,3064,138,143057
316,2016,106,193345
315,2108,358,580251
314,735,40,78543
270,1122,57,59619
271,1557,56,66891
391,1175,111,230121
116,5257,201,241100
274,839,73,157362
396,480,56,110140
276,1679,91,142592
394,2501,115,189890
278,505,80,111570
83,705,104,216548
399,348,17,20477
398,937,321,630274
119,193,10,363885
444,5410,597,4137226
143,604,42,160780
379,5769,169,317543
174,2604,94,191103
304,2329,456,767813
415,2563,121,167780
513,1875,115,223146
524,40,8,23846
525,845,131,163741
526,2891,340,453782
534,1345,193,299086
520,2120,268,439462
521,9178,427,531990
522,1889,155,264492
369,2386,134,180508
366,1153,55,173532
367,1776,75,124359
423,1066,115,179914
422,1920,175,329946
528,5671,222,268392
529,3598,238,421866
360,1647,109,149699
361,3145,143,176947
308,1582,137,229316
309,1645,253,436024
449,1484,87,161513
448,3460,172,188768
298,393,45,88324
516,903,51,48577
420,399,47,51183
300,3524,130,135960
442,4197,164,229852
441,1692,93,168450
303,2881,329,372713
447,3205,316,528039
305,3478,221,401672
445,4145,249,327203
446,5043,192,207462
380,4431,389,611429
244,650,20,26506
382,7055,391,466308
383,3046,169,295906
384,732,60,179555
385,1384,40,67406
386,1959,411,752741
242,635,102,142282
388,3229,216,230416
389,625,145,507545
443,205,106,170814
307,2962,131,193769
249,1529,87,125020
373,524,36,72186
411,1258,73,98105
306,2109,129,262213
245,203,22,28123
295,1924,114,133037
2002,1515,406,719515
375,4610,226,270524
247,2352,236,310616
293,9104,349,381003
519,8090,414,810664
518,3778,181,187859
405,3556,590,864875
241,518,36,56075
377,2260,288,476782
438,2924,184,215201
439,3370,193,399685
511,4227,123,151866
437,361,36,78948
434,3016,211,501123
512,2509,153,186754
432,4833,241,285479
433,3379,107,116979
430,1712,246,369125
431,191,18,1493272
458,3221,253,326298
459,3765,499,689370
339,538,26,33472
243,1030,31,28265
468,2373,273,733881
335,3309,153,165475
334,4053,157,128532
337,1105,67,127361
336,3965,242,276914
454,1346,85,116621
531,3374,184,224491
456,1623,127,191378
457,3542,771,2154047
404,4032,663,970993
258,598,50,64695
259,1582,249,511864
3002,2378,410,712374
252,2604,202,284533
250,5064,361,502443
251,3875,334,549867
173,3100,336,640011
257,2501,262,377132
254,1979,135,165910
340,1293,19,24625
2000,1437,281,514700
517,2511,105,133196
406,802,90,170001
540,4308,104,146841
482,3932,148,209220
195,2625,448,791115
356,888,63,100131
481,578,159,310984
508,2564,261,367984
509,4695,327,420471
546,3480,148,233917
504,5619,216,259625
505,3667,459,577384
502,1958,73,115765
503,3855,175,202265
500,2240,186,273350
341,1368,71,123088
510,3610,385,536661
469,1345,148,282842
342,1253,40,510515
465,3619,385,511897
464,1645,67,94476
467,1086,153,377245
466,4020,153,190217
461,4281,148,225634
460,609,104,187530
463,3970,425,492528
462,4906,325,551959
168,5076,236,245787
229,4424,220,242974
507,3892,138,205033
164,2222,99,199464
225,2174,685,1026951
167,3483,181,300706
223,3386,110,173259
161,4399,271,336422
387,4476,1920,3312671
393,1552,68,73532
392,1531,516,2461605
348,3911,392,691458
2010,2704,361,601614
501,2277,214,328783
390,734,73,112045
2021,26,2,3777
2022,1862,114,278328
2023,1389,78,117652
343,405,103,128715
408,1030,118,157116
275,375,13,20559
151,6073,658,1050119
150,85,2,2378
153,3515,280,417421
152,1961,148,197993
289,186,9,11687
157,1083,101,221586
400,613,63,76815
427,1490,304,451114
2001,149,10,8904
82,866,119,214321
238,2022,190,308953
239,761,18,17951
279,1325,319,442476
236,3820,263,329654
237,4383,295,376835
426,5698,1025,1501172
232,648,434,716468
233,1451,152,489934
472,4469,140,139651
2003,1066,35,42818
228,2014,108,132208
355,2365,187,239915
395,830,34,48816
322,707,344,588542
323,1267,72,110467
320,1180,66,107161
321,607,293,499649
326,3361,178,192776
327,5453,656,1162846
324,1604,49,60094
325,2926,102,128852
353,563,22,75306
328,2508,244,346883
329,2452,150,215559
352,2834,376,728673
146,2214,154,200628
147,4396,300,534013
144,311,115,140998
2004,2071,187,234172
475,3099,94,150733
290,1988,162,375588
450,3442,153,280425
436,210,19,228820
72,2563,242,451737
489,2876,177,216968
488,4208,230,376518
487,2691,137,217083
486,3609,221,274766
485,2315,196,278461
484,3348,233,372808
483,3309,124,107745
2008,2070,276,513623
79,2129,139,168339
480,2228,79,191523
