stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,67,12,32742
217,55,6,8081
248,179,1,1079
212,794,4,3413
474,1059,14,12708
2005,28,0,0
264,447,4,2861
218,56,0,0
2008,326,6,7238
498,728,12,13899
499,831,36,64054
389,80,3,5681
494,1035,4,10874
495,577,1,226
496,1001,6,3656
497,1908,24,36398
490,1901,29,37057
491,1216,4,4042
492,1233,19,27882
493,746,6,7413
167,950,5,3273
525,294,10,9997
160,550,2,751
407,92,7,8428
344,141,0,0
345,1082,11,13242
405,456,8,10664
404,512,17,19285
403,644,2,1130
341,386,2,2139
401,869,6,5172
545,1090,12,14463
281,641,46,90179
280,703,8,9284
2017,401,0,0
282,62,3,2556
285,1468,22,16563
284,1469,12,11731
409,49,1,937
2012,1043,6,12450
336,618,5,5915
522,494,8,14081
454,250,0,0
2006,267,84,172654
414,260,3,4621
523,1227,8,8831
330,516,9,9165
120,73,2,1013
366,342,3,2100
261,191,1,629
260,178,2,2114
267,688,24,29125
266,210,0,0
265,594,11,17786
127,910,4,8286
128,973,6,6181
377,410,14,28103
442,1250,10,10657
457,703,32,93658
364,85,5,7521
422,382,1,987
534,337,19,26520
363,474,1,756
537,1658,11,10893
415,430,6,9734
416,149,0,0
417,1180,7,7131
533,883,6,3173
411,378,0,0
531,913,4,4254
530,452,1,389
296,634,6,5407
137,448,5,7057
373,98,2,30611
295,538,11,14937
375,1156,8,6351
293,2130,10,11487
290,414,1,1801
291,441,4,4624
318,2102,8,4683
195,533,16,29334
312,841,8,9431
311,390,4,17187
510,784,5,7125
317,885,4,3827
316,509,7,39299
315,277,12,24820
314,155,6,3172
393,593,0,0
271,368,3,2538
391,336,1,1589
116,1193,6,5495
274,173,3,2236
396,117,0,0
276,297,1,712
394,736,5,4883
278,97,2,2721
279,318,7,10163
399,99,1,1723
398,25,4,6329
119,68,0,0
379,1856,10,11482
268,529,11,17949
174,798,3,2865
304,449,4,2222
536,173,1,495
524,459,5,5071
428,869,1,679
526,896,8,6794
527,1282,5,4178
520,589,17,34468
521,2238,37,35448
368,1086,10,16398
369,431,1,653
421,159,0,0
410,868,2,2528
423,346,2,1477
365,82,0,0
528,1193,10,4909
529,884,15,10932
360,370,4,5645
361,713,7,10758
308,302,3,943
309,322,12,13543
449,442,7,5451
448,726,5,6304
412,447,16,19442
512,662,5,3654
300,718,7,6051
301,862,11,12988
302,449,0,0
303,438,12,23206
447,655,7,13782
305,805,6,8043
445,1276,3,1783
444,998,25,46570
380,845,8,10917
244,165,0,0
382,1363,12,10497
383,626,4,4260
384,178,2,3382
385,328,0,0
243,173,0,0
242,149,5,8810
388,780,6,5452
367,477,9,10514
443,40,6,14765
307,861,5,7327
249,244,0,0
294,854,5,6305
342,385,0,0
245,88,6,10030
372,44,8,41656
420,136,1,619
538,719,7,5836
418,72,4,5666
247,453,5,11637
419,128,3,2275
519,1549,15,21006
518,1264,8,8845
306,364,0,0
241,143,0,0
539,233,0,0
438,681,3,3484
439,775,10,10176
511,1140,8,4063
437,94,0,0
434,503,7,7888
