stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,522,180,356302
217,1431,688,1267790
212,3664,453,736082
474,4358,303,426439
445,4185,260,299602
411,1318,98,144159
127,6170,421,554952
218,459,62,96233
2008,2400,424,590654
527,1280,61,65163
499,7027,1471,3464106
414,1302,187,287324
494,4363,228,249337
495,2976,139,170211
496,2276,179,219918
497,11293,843,953494
490,6458,462,621031
492,5482,251,342382
493,3949,455,699662
224,2538,424,556905
2005,116,6,5703
428,3929,255,281135
160,2286,160,273326
421,424,15,29867
349,1661,104,171710
137,2613,260,546419
407,512,96,144288
345,5099,247,251892
540,5510,202,555774
404,5466,860,1109442
403,3696,280,339927
402,7783,518,691121
401,4975,457,588257
545,4432,227,346266
281,5185,1742,4316892
280,3596,192,335738
2017,1668,129,175813
282,621,136,209056
285,8867,706,867546
284,7927,491,686355
409,432,40,156758
2012,2196,116,126733
336,5182,343,375236
368,6565,716,971347
454,2085,198,267683
523,4755,221,262699
455,2467,279,324970
120,552,34,48565
262,801,51,64399
261,1083,58,110443
260,1234,108,152818
267,2160,220,1706636
266,962,46,63982
265,3249,355,468699
264,3282,209,281972
128,6233,493,668196
377,2709,323,488609
442,5868,269,341123
268,3898,480,618519
423,1847,202,341871
365,807,55,70387
362,1972,137,198759
529,3892,299,404626
379,1629,72,103220
536,4384,152,166892
437,537,54,248908
417,6178,664,1042235
410,3969,328,424764
532,2535,837,1400972
531,3324,257,361789
296,2503,226,356205
498,4421,407,648227
294,6044,445,537160
295,1723,147,205817
375,5440,351,544017
293,10260,562,715301
539,2370,537,955559
376,2191,144,154365
319,3301,275,368708
318,6505,319,537899
313,1015,114,134161
312,4187,425,466554
311,2578,188,236033
310,2128,211,319486
317,3510,203,243129
316,2448,165,278820
315,2782,451,706982
314,988,75,119907
393,1762,86,88022
271,2100,104,189137
391,1642,157,228780
116,6419,301,375140
274,1008,77,192086
396,399,33,44110
440,2653,144,163751
289,321,21,20505
82,1213,187,239718
83,2115,247,472356
399,668,64,95369
398,1105,277,512859
119,247,20,32889
232,927,545,886212
537,6088,198,215517
174,2766,131,167656
304,3069,534,824775
415,2571,196,221233
332,1306,180,265111
416,907,36,56765
524,3625,296,385569
525,2176,389,667497
526,2330,180,234639
534,1551,156,279618
520,2773,282,356916
