stop_id,month_total_ride,customer_ride_count,customer_duration_sum
216,114,17,17483
217,153,53,86798
248,232,1,1530
212,1067,15,18823
534,493,21,34100
2005,45,0,0
264,596,22,23159
218,102,3,4548
2008,510,17,21003
498,1501,45,43683
499,1465,94,162362
468,1104,25,36933
494,1447,11,13609
495,844,10,13527
496,1406,17,23598
497,2542,39,55279
490,2637,51,52196
491,1349,10,10086
492,1783,22,24093
493,1138,23,25617
224,442,32,38910
525,480,30,32272
223,1170,13,15928
421,224,2,2403
349,440,5,6846
137,626,14,22389
2009,519,6,6231
407,173,6,8257
335,975,9,12622
405,758,19,24083
404,941,51,73118
403,873,10,10331
402,2154,19,17782
401,1118,25,42496
545,1607,12,14921
281,1065,161,387968
280,916,13,15471
2017,468,4,7893
282,144,5,10158
348,971,36,83109
284,2162,17,31312
409,80,2,2182
2012,1172,18,18500
336,878,11,11401
368,1583,52,62796
2006,511,221,531349
454,431,4,6368
301,1038,8,9546
369,639,11,10728
330,673,18,16067
120,107,1,1409
262,197,0,0
261,272,0,0
260,265,8,11458
267,907,24,43386
266,276,1,340
265,939,9,8064
127,1359,16,20439
128,1433,12,14565
268,828,18,22090
423,413,5,6365
365,161,4,4118
302,513,4,2753
528,1586,20,25797
363,751,15,13914
537,1656,17,22373
536,1518,25,19468
416,243,1,372
417,1641,21,23931
410,1057,17,22281
532,348,40,66051
412,625,21,29215
530,754,18,33332
296,776,3,3626
297,1264,12,8285
294,836,21,26114
295,722,3,4070
375,1424,33,41157
293,3186,49,65015
290,654,13,12767
291,541,6,4207
318,3139,8,8158
313,335,26,26847
312,1107,11,9404
311,638,9,9413
310,487,4,3598
317,1150,6,45165
316,727,11,59641
315,429,39,104323
314,282,12,20525
393,674,6,17425
271,533,9,12360
391,532,9,10994
116,1696,15,20319
274,249,10,9129
396,152,7,12409
395,303,2,1237
394,958,7,7869
82,310,4,1991
83,258,11,18924
399,134,6,13354
398,82,14,17708
119,118,1,864
143,299,2,3618
305,1177,16,72537
414,344,5,5835
174,1067,7,7077
415,581,9,16436
524,888,31,25753
428,1224,14,10567
526,1263,28,39672
527,1472,15,19454
520,799,36,64377
521,4157,36,34333
522,782,15,47206
523,2074,18,35392
366,578,1,213
420,196,0,0
364,178,4,2710
